trial_id,epoch,train_loss,train_acc,val_loss,val_acc,hidden_sizes,activation,dropout_p,lr,batch_size
0,1,3.2834350843215634,0.16066814322628276,2.9432946657234766,0.24385382059800664,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,2,2.800320218558013,0.26207087486157254,2.636252577574748,0.29737910668143225,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,3,2.569921775297685,0.31129568106312294,2.463102680332256,0.3520856404577335,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,4,2.433315548170556,0.34390919158361016,2.3450747345978358,0.385234403839055,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,5,2.338202289735553,0.3704503506829088,2.268200345196814,0.3906238464377999,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,6,2.26404637175721,0.38733850129198966,2.2010775602088786,0.4212624584717608,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,7,2.2026669797537037,0.40228866740494645,2.146332989323814,0.4269472129937246,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,8,2.154190422793347,0.4157438169066076,2.105802023748182,0.4351421188630491,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,9,2.113605920652009,0.4241971207087486,2.06094864798042,0.4517534145441122,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,10,2.07219804022923,0.43488372093023253,2.0255210067865983,0.45529715762273903,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,11,2.0364859900761663,0.4459579180509413,2.004694253206253,0.46164636397194536,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,12,2.0083366528311757,0.45153193060169805,1.9726470534531575,0.4723514211886305,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,13,1.977349153234939,0.45871170173495757,1.9597737243715323,0.4726467331118494,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,14,1.9533673938640879,0.4668512366186785,1.921043263291413,0.48253968253968255,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,15,1.9315866580960883,0.47002583979328166,1.9089853268749308,0.4912513842746401,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,16,1.9069141901088296,0.4777777777777778,1.8815028605596074,0.4945736434108527,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
0,17,1.8840213327227686,0.48608342561830936,1.8674366192997627,0.5053525286083426,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64
