trial_id,hidden_sizes,activation,dropout_p,lr,batch_size,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_val_acc
21,"[510, 511]",sigmoid,0.3767941128033953,0.0005858751044045203,256,0.642875599852344,0.6717607973421927,0.9330952988183286,1.197140610837317,1.1589620377657548,0.2845284417271614,0.6745662606127723
14,"[457, 457]",sigmoid,0.3420911909875104,0.0004997573760090961,64,0.6445921004060539,0.6722775932078258,0.9184731786108986,1.1946371234293671,1.1520221804110509,0.310994692551701,0.6722775932078258
15,"[446, 493]",sigmoid,0.3476575517076286,0.0006059510021911353,64,0.6454780361757106,0.6684385382059801,0.9171979937090878,1.1893438724306145,1.1622452333850681,0.3303461626334035,0.6684385382059801
17,"[483, 509]",sigmoid,0.3651984237644903,0.0007260320598777494,256,0.6323735695828719,0.6608342561830934,0.9076766131089008,1.2369065713291325,1.1960904187751267,0.33735870991064154,0.6660760428202289
23,"[379, 486]",sigmoid,0.31273223168356434,0.001189500649633191,256,0.6027316352897748,0.6226651901070506,0.9046161693445549,1.3388060822537544,1.2931614810565732,0.3782199857675511,0.6470284237726098
18,"[250, 333]",relu,0.42286336893058796,0.0004045489416093391,64,0.5464008859357696,0.6203026947212994,0.8916092833460851,1.5285708484852327,1.343902107117311,0.44328095472377277,0.6298265042451089
22,"[277, 243]",sigmoid,0.39913314482995765,0.0004749823269887979,256,0.53421926910299,0.6,0.89177930799966,1.5766871655282895,1.4184180621830922,0.4512958175138287,0.6
0,[348],sigmoid,0.2866375319835241,0.0001478844150343374,64,0.5641380583241048,0.5750461424880029,0.8882087902745898,1.5789132793791318,1.5950563769295532,0.5968715025354987,0.5750461424880029
24,"[504, 332, 81]",sigmoid,0.2716951571584244,0.0002972844248176784,256,0.5027870062753784,0.5436692506459948,0.8264898410269489,1.651138447955198,1.553150422168228,0.6264304936580036,0.5436692506459948
12,[186],sigmoid,0.1822749227993358,0.00016275394082135162,64,0.5503691399040236,0.5423403469915098,0.8633851908526736,1.628795104015535,1.6730863710619368,0.6233273558318615,0.5423403469915098
3,[123],sigmoid,0.06504665285367767,0.00019537861044232604,128,0.5700812107788852,0.5387227759320783,0.8615149196633511,1.5708056738272467,1.6911734308836595,0.6587976881343386,0.5398301956441491
13,[215],sigmoid,0.2090337637383587,0.00010089832883514672,64,0.518844592100406,0.5291989664082687,0.8500382555470544,1.7558893913924343,1.757312259021795,0.7437398566500001,0.5291989664082687
20,"[82, 396]",sigmoid,0.4385945865118277,0.0011738799906335076,256,0.42349575489110375,0.524547803617571,0.8252146561251381,1.9847291830438931,1.713484306942742,0.7297680026487164,0.524547803617571
8,"[322, 52]",relu,0.14690995927115014,0.0018530016326352599,64,0.479937246216316,0.5147286821705427,0.8476579103970076,1.7574176712328877,1.6621428958649904,0.554199519202761,0.5236618678479144
2,"[134, 251]",sigmoid,0.4961388325761583,0.0007333341462720224,128,0.4340531561461794,0.520265780730897,0.8357561846467738,1.9349423738409806,1.6788370879191272,0.6746660905039829,0.520265780730897
4,"[41, 309, 237, 57]",relu,0.27778641707701035,0.00036682646593420084,256,0.41609449981543006,0.48468069398301955,0.8228343109750914,1.992348040993971,1.7833083598118908,0.6722956147530804,0.5117755629383537
11,[91],sigmoid,0.012965783628079541,0.00012479856059161278,128,0.5304909560723514,0.5009966777408638,0.8389866530646943,1.7414300271442957,1.8400491824689902,0.7747530247206273,0.5010705057216686
10,"[176, 33]",relu,0.38432632477731443,0.0008476877850860528,64,0.3661314138058324,0.4467331118493909,0.7748873586670068,2.1502252040252774,1.9083482223861623,0.865628043918506,0.47050572166851234
1,"[47, 193, 38]",relu,0.31124079015617234,0.0002472006058621531,256,0.37368032484311553,0.4573643410852713,0.7605202754399388,2.135712405163113,1.866266055489486,0.9117076863413272,0.4604651162790698
19,"[511, 157, 453]",sigmoid,0.33650048093388196,0.0030592454647845138,64,0.32425249169435216,0.415577703949797,0.5980617189492476,2.3256885612728744,2.023153063823592,1.3642866922461467,0.4225913621262459
16,"[444, 491, 35]",sigmoid,0.3582381548672408,0.0018676546777686121,64,0.31670358065706905,0.4132890365448505,0.602567372268979,2.33251609444759,2.0033019173820064,1.3049491692496382,0.4132890365448505
9,[43],sigmoid,0.11917507737405486,0.005631842436236036,64,0.36375046142488004,0.38449612403100775,0.6706622460256737,2.293505311856726,2.250879185941984,1.2704890684589096,0.391140642303433
7,[395],sigmoid,0.03945602314616159,0.016369904093860237,128,0.25854558877814693,0.26304909560723516,0.41469013006885996,3.082277668690597,2.9263813911743886,2.2068933118944583,0.2698412698412698
6,"[314, 84, 250]",sigmoid,0.23043814915823246,0.0064653579569361715,64,0.20188261351052048,0.25241786637135477,0.3360537277905296,2.7732990449547343,2.568509970071181,2.213687064854995,0.25241786637135477
5,"[57, 111, 133, 51]",sigmoid,0.4537316849983021,0.008647025490931992,128,0.09451827242524917,0.11827242524916944,0.13610473518660204,3.2436138862983674,3.0757187537427217,2.9571289381255275,0.12432631967515688
