trial_id,epoch,train_loss,train_acc,val_loss,val_acc,hidden_sizes,activation,dropout_p,lr,batch_size
0,1,3.782494912105324,0.023255813953488372,3.7580477814925346,0.021040974529346623,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,2,3.7616191923090843,0.02803156146179402,3.746275458419532,0.02851605758582503,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,3,3.7338985679423913,0.03280730897009967,3.696931989569413,0.05398671096345515,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,4,3.648368434568422,0.04242801771871539,3.564383393839786,0.054540420819490586,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,5,3.5211894881408825,0.050664451827242524,3.4383277934894227,0.0592469545957918,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,6,3.4233495788236636,0.05412513842746401,3.3475486437479653,0.0650609080841639,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,7,3.3568761053338516,0.06222314507198228,3.28439868542186,0.07447397563676633,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,8,3.308422738471917,0.0662375415282392,3.237923684873079,0.08139534883720931,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,9,3.2693742534755605,0.06796788482834995,3.1934488447088945,0.07973421926910298,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,10,3.2268536080301335,0.07731173864894796,3.1508133536890934,0.09136212624584718,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,11,3.1849876146400926,0.08402547065337763,3.1049755037876596,0.09523809523809523,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,12,3.1509163189778286,0.08859357696567,3.0602103241702965,0.11489479512735326,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,13,3.110577197201484,0.0914313399778516,3.022641269784225,0.12098560354374308,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,14,3.061090821713473,0.10236710963455149,2.9740982934048303,0.11877076411960133,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,15,3.0048726501718033,0.10908084163898117,2.889080156359756,0.13344407530454042,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,16,2.955504820410129,0.12174695459579181,2.8388280994013737,0.16223698781838317,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,17,2.898494395534549,0.13178294573643412,2.781104987127739,0.17995570321151716,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,18,2.8492935473940015,0.13496677740863788,2.7212503040046023,0.17718715393134,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,19,2.807339627130897,0.1462486157253599,2.674095551172892,0.18632336655592469,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,20,2.7664428601222757,0.15683831672203766,2.638490584858677,0.19629014396456257,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,21,2.733567212535217,0.1592607973421927,2.6367360165244653,0.18687707641196014,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,22,2.7064649014346367,0.16576688815060908,2.586740351559823,0.2295127353266888,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,23,2.6819714740314313,0.1665282392026578,2.564561601270709,0.2159468438538206,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,24,2.652154884507171,0.17670265780730898,2.5254096315618146,0.22009966777408638,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,25,2.6436427683956856,0.18044019933554817,2.515442685077065,0.24640088593576967,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,26,2.6134173627448294,0.18410852713178294,2.473330104560183,0.2428017718715393,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,27,2.592824074019373,0.19061461794019935,2.4646868914888618,0.24335548172757476,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,28,2.564945028946463,0.1998892580287929,2.4609074341623405,0.2502768549280177,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,29,2.553672675537852,0.20251937984496124,2.411155420437194,0.25802879291251385,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,30,2.547690027582962,0.20328073089700996,2.3918702602386475,0.26827242524916944,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,31,2.5309813275801396,0.20390365448504982,2.3974993772674025,0.25221483942414175,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,32,2.514153868751188,0.206187707641196,2.3663572554002728,0.2704872646733112,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,33,2.491867221562208,0.2161544850498339,2.3509185816112317,0.28488372093023256,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,34,2.4868116959006383,0.22314507198228128,2.338489620309127,0.2707641196013289,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,35,2.468851527281567,0.22279900332225913,2.311882403858921,0.28959025470653377,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,36,2.449579276869782,0.22785160575858251,2.3277634319506193,0.2704872646733112,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,37,2.446565256709546,0.2273671096345515,2.2956057766027618,0.3003875968992248,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,38,2.436500289798838,0.2334579180509413,2.2733304207785086,0.30454042081949056,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,39,2.417788391619657,0.23421926910299004,2.2649050344500625,0.2810077519379845,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
0,40,2.404404975671684,0.24003322259136212,2.249584354852375,0.3075858250276855,"[56, 217, 68]",sigmoid,0.3547315073695259,0.00022644981537382565,128
1,1,3.119860842164639,0.18279346622369877,2.4534369226087605,0.32641196013289037,[33],relu,0.27057801900510925,0.002059897978703479,128
1,2,2.3204287522662,0.347937430786268,1.8789934359098737,0.5146733111849391,[33],relu,0.27057801900510925,0.002059897978703479,128
1,3,2.012961266315089,0.4269795127353267,1.7184071603574251,0.5390365448504983,[33],relu,0.27057801900510925,0.002059897978703479,128
