trial_id,hidden_sizes,activation,dropout_p,lr,batch_size,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_val_acc
21,[92],relu,0.23858431349307116,0.00038264232160280096,256,0.8479335574451256,0.8924050632911392,0.8390716653914818,0.5341800659196452,0.4988701894879341,0.6569402449480866,0.8995253164556962
16,[91],relu,0.17282956105677524,0.001378857503160831,64,0.8006723353767056,0.821993670886076,0.8545439088667857,0.7064040821045637,0.7114505782723427,0.599189873865765,0.8892405063291139
22,[126],relu,0.2525852816211051,0.00043228811890868766,256,0.875420209610441,0.865506329113924,0.8287001615234209,0.45976788937114177,0.5050636872649192,0.6888485639963461,0.8892405063291139
8,[76],relu,0.16114274460265593,0.0005297198953403943,256,0.8501087601344671,0.8718354430379747,0.8468927994559211,0.5605707485345193,0.5085066601634025,0.5993389707544575,0.884493670886076
12,[92],relu,0.23465741770851,0.0003089216648682833,256,0.883923274668776,0.8829113924050633,0.8411969735611664,0.4473970169199447,0.4802915558218956,0.6085474431190802,0.8829113924050633
19,"[66, 75]",relu,0.17338001337823522,0.0009349678028360667,64,0.8522839628238086,0.6590189873417721,0.819433817903596,0.4985431021079421,2.029516500234604,0.689098997608475,0.877373417721519
11,[104],relu,0.20269962635186678,0.0017876266653570384,256,0.8524817085228397,0.8694620253164557,0.8225792739947292,0.47386454278603196,0.5320018127560615,0.6432362255518851,0.877373417721519
5,[166],relu,0.10055070420337059,0.0014639037956938998,256,0.9048843187660668,0.8457278481012658,0.8326107285556406,0.31740251686424015,0.6570098742842674,0.8029024357219106,0.8710443037974683
3,"[121, 69]",relu,0.3222905143394522,0.0007099455449863,128,0.7949377101048052,0.8615506329113924,0.8346510243985378,0.6413349548354745,0.5248756051063538,0.6501944839306499,0.8639240506329114
24,"[113, 303]",relu,0.2727873904323028,0.0011424386850731726,256,0.8162942456001582,0.8330696202531646,0.828275099889484,0.5871174473309452,0.5212482661008835,0.6404854626111363,0.8591772151898734
6,"[43, 205]",relu,0.11704290027395176,0.0001747007546997544,64,0.8329048843187661,0.8536392405063291,0.8057468332908272,0.6048254024237394,0.5865060105919838,0.7152287234430728,0.8536392405063291
2,"[193, 76]",sigmoid,0.05008654855736533,0.0008458248015192304,256,0.8744314811152858,0.8433544303797469,0.8129728810677548,0.5045332706999034,0.5764467969536782,0.7114418711027374,0.8520569620253164
14,[74],sigmoid,0.160720360889401,0.00035056209947711183,256,0.8514929800276844,0.8449367088607594,0.7931650089262943,0.8059173487126827,0.8406783044338226,1.0300824418663979,0.8465189873417721
9,"[55, 133]",relu,0.3923953796924624,0.0005351080165106745,256,0.7227605299584734,0.7761075949367089,0.8030264388336309,0.887153296917677,0.7276363477110863,0.7392245667136234,0.8417721518987342
17,"[224, 42, 313]",relu,0.14689524994663256,0.0016888363391644031,64,0.7971129127941468,0.8156645569620253,0.7668111876222052,0.6320209966323092,0.6271863833069802,0.7672171565177648,0.8378164556962026
23,[130],relu,0.25346257801970135,0.00010180678008759605,64,0.8008700810757367,0.8204113924050633,0.7850888378814929,0.8146533397433814,0.8071285575628281,1.0165008925225423,0.8362341772151899
0,"[297, 158, 128]",relu,0.4455199865489502,0.00021173271197620581,128,0.6317975084041922,0.8306962025316456,0.756354671427357,1.2243403181433679,0.7922528386116028,0.9807015103490456,0.8306962025316456
18,[134],sigmoid,0.0063029262784397855,0.0037248361384985052,64,0.8607870278821436,0.8117088607594937,0.7784578763920769,0.5269433833658695,0.6558622017502784,0.7924259003737698,0.8117088607594937
10,[88],sigmoid,0.21881133201467584,0.003883700524582908,64,0.7087205853272691,0.7602848101265823,0.7157187792229873,1.0009262979030609,0.8395263344049454,0.9608589213179506,0.7950949367088608
13,"[34, 32, 438]",relu,0.2764187720642911,0.00010954149171160257,256,0.44275262013051214,0.6748417721518988,0.6040975941511519,1.689469946912186,1.2498019933700562,1.3844237068425054,0.6748417721518988
15,"[50, 494, 36, 41]",relu,0.3032896743909846,0.0003462956638539671,256,0.43780897765473603,0.5957278481012658,0.5547054322876818,1.6902992263436318,1.2686838507652283,1.3930672970802889,0.6020569620253164
7,[67],relu,0.457935512614951,0.008987851059355866,256,0.3978643464504647,0.44936708860759494,0.4834651024398538,2.643389864265919,2.5824391901493073,2.4128059932719106,0.5134493670886076
1,"[168, 395]",relu,0.49678335424645803,0.003608190567931623,128,0.30294641091556257,0.38686708860759494,0.3446399727960554,2.7020735502243043,2.210835725069046,2.2520325611466947,0.40822784810126583
20,[38],relu,0.3522761952077007,0.029639843682280256,64,0.1661063871860787,0.19145569620253164,0.21074555810592535,5.414456051588059,7.1094113945960995,6.964549726766089,0.21598101265822786
4,"[402, 220, 58, 317]",sigmoid,0.053377503427915696,0.0173896709958475,128,0.02175202689341507,0.01977848101265823,0.057383320581484314,3.776224771142006,3.774798798561096,3.7546992885029833,0.027689873417721517
